vihaan@Vihaans-MacBook-Pro validation % source .venv/bin/activate
(.venv) vihaan@Vihaans-MacBook-Pro validation % python run_all.py --model cohere

=== backend: cohere — screening + extraction in parallel ===
[run_all] start: /Users/vihaan/ReviewAid_Validation_v3.0.0/validation/.venv/bin/python 02_run_screening.py --model cohere
[run_all] start: /Users/vihaan/ReviewAid_Validation_v3.0.0/validation/.venv/bin/python 03_run_extraction.py --model cohere
[corpus] 1968 papers with PDF + criteria (731 included)
[cohere] keys:
  ...knbX: 11/1000 calls, exhausted=False
  ...Q2To: 13/1000 calls, exhausted=False
  ...NtX6: 10/1000 calls, exhausted=False
  ...sJ8t: 10/1000 calls, exhausted=False
  ...IxtD: 9/1000 calls, exhausted=False
  ...jnq5: 14/1000 calls, exhausted=False
  ...OlCf: 8/1000 calls, exhausted=False
[extraction] 2184 articles ready
[cohere] 2184 to extract (Cohere / command-a-03-2025)
[cohere] 925/2184 PMC4148632: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.33s)
[cohere] 926/2184 PMC4149239: conf=0.48 tier=tier1_override ungrounded_fields=0 (5.09s)
[cohere] 927/2184 PMC4152682: conf=0.48 tier=tier1_override ungrounded_fields=1 (4.92s)
[cohere] CD008873-bib-0212: include conf=0.2 tier=tier1_override OVERRIDE (6.15s)
[cohere] CD008873-bib-0202: include conf=0.2 tier=tier1_override OVERRIDE (19.14s)
[cohere] CD008873-bib-0214: include conf=0.2 tier=tier1_override OVERRIDE (5.38s)
[cohere] 928/2184 PMC4155124: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.08s)
[cohere] CD009593-bib-0010: include conf=0.1 tier=tier1_override OVERRIDE (5.62s)
[cohere] 929/2184 PMC4153084: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (8.48s)
[cohere] CD009593-bib-0015: include conf=0.05 tier=tier1_override OVERRIDE (6.3s)
[cohere] 930/2184 PMC4155290: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (5.35s)
[cohere] 931/2184 PMC4153077: conf=0.8 tier=tier2_llm_selfassess ungrounded_fields=0 (14.55s)
[cohere] CD009593-bib-0016: include conf=0.1 tier=tier1_override OVERRIDE (6.94s)
[cohere] 932/2184 PMC4156403: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.05s)
[cohere] 933/2184 PMC4161265: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (3.98s)
[cohere] CD009593-bib-0018: include conf=0.1 tier=tier1_override OVERRIDE (5.75s)
[cohere] CD009593-bib-0020: exclude conf=0.1 tier=tier1_override OVERRIDE (4.27s)
[cohere] 934/2184 PMC4162719: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (6.06s)
[cohere] CD009593-bib-0025: include conf=0.1 tier=tier1_override OVERRIDE (5.0s)
[cohere] CD009593-bib-0029: include conf=0.05 tier=tier1_override OVERRIDE (5.31s)
[cohere] 935/2184 PMC4168417: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.99s)
[cohere] CD009593-bib-0034: include conf=0.1 tier=tier1_override OVERRIDE (4.98s)
[cohere] CD009593-bib-0033: include conf=0.0 tier=tier1_override OVERRIDE (7.1s)
[cohere] 936/2184 PMC4164149: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (16.08s)
[cohere] 937/2184 PMC4171519: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.72s)
[cohere] 938/2184 PMC4166083: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (19.2s)
[cohere] 939/2184 PMC4173342: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (8.77s)
[cohere] 940/2184 PMC4173360: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.19s)
[cohere] CD009593-bib-0044: exclude conf=0.1 tier=tier1_override OVERRIDE (13.11s)
[cohere] 941/2184 PMC4175229: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.71s)
[cohere] CD009593-bib-0042: include conf=0.0 tier=tier1_override OVERRIDE (16.02s)
[cohere] 942/2184 PMC4171887: conf=0.48 tier=tier1_override ungrounded_fields=0 (14.38s)
[cohere] 943/2184 PMC4175232: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.48s)
[cohere] 944/2184 PMC4175246: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (3.82s)
[cohere] CD009593-bib-0047: include conf=0.05 tier=tier1_override OVERRIDE (7.24s)
[cohere] 945/2184 PMC4181789: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.53s)
[cohere] 946/2184 PMC4183082: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (5.85s)
[cohere] CD009593-bib-0050: exclude conf=0.1 tier=tier1_override OVERRIDE (10.03s)
[cohere] CD009593-bib-0059: include conf=0.05 tier=tier1_override OVERRIDE (6.27s)
[cohere] CD009593-bib-0061: maybe conf=0.0 tier=tier1_override OVERRIDE (3.97s)
[cohere] CD009593-bib-0012: include conf=0.05 tier=tier1_override OVERRIDE (54.18s)
[cohere] 947/2184 PMC4183415: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.52s)
[cohere] 948/2184 PMC4183584: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.13s)
[cohere] 949/2184 PMC4179329: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (16.97s)
[cohere] CD009593-bib-0063: exclude conf=0.0 tier=tier1_override OVERRIDE (3.85s)
[cohere] 950/2184 PMC4183888: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (3.85s)
[cohere] 951/2184 PMC4185107: conf=0.48 tier=tier1_override ungrounded_fields=0 (6.43s)
[cohere] 952/2184 PMC4188585: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.99s)
[cohere] CD009593-bib-0062: include conf=0.1 tier=tier1_override OVERRIDE (13.92s)
[cohere] 953/2184 PMC4183968: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (9.68s)
[cohere] CD009593-bib-0066: include conf=0.05 tier=tier1_override OVERRIDE (9.9s)
[cohere] 954/2184 PMC4188762: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (5.32s)
[cohere] CD009593-bib-0075: include conf=0.1 tier=tier1_override OVERRIDE (4.24s)
[cohere] CD009593-bib-0064: include conf=0.05 tier=tier1_override OVERRIDE (14.97s)
[cohere] 955/2184 PMC4190894: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (7.62s)
[cohere] CD009593-bib-0077: exclude conf=0.0 tier=tier1_override OVERRIDE (4.58s)
[cohere] 956/2184 PMC4192987: conf=0.48 tier=tier1_override ungrounded_fields=0 (6.16s)
[cohere] 957/2184 PMC4198846: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.18s)
[cohere] CD009593-bib-0083: exclude conf=0.05 tier=tier1_override OVERRIDE (5.1s)
[cohere] 958/2184 PMC4198969: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (3.92s)
[cohere] 959/2184 PMC4199180: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.03s)
[cohere] CD009593-bib-0085: exclude conf=0.05 tier=tier1_override OVERRIDE (5.62s)
[cohere] 960/2184 PMC4199615: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.75s)
[cohere] CD009593-bib-0081: include conf=0.05 tier=tier1_override OVERRIDE (15.7s)
[cohere] CD009593-bib-0082: include conf=0.05 tier=tier1_override OVERRIDE (18.36s)
[cohere] 961/2184 PMC4202748: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.69s)
[cohere] 962/2184 PMC4191553: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (31.61s)
[cohere] 963/2184 PMC4204994: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (8.55s)
[cohere] CD009593-bib-0086: exclude conf=0.0 tier=tier1_override OVERRIDE (16.55s)
[cohere] 964/2184 PMC420060: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (17.65s)
[cohere] CD009593-bib-0088: include conf=0.05 tier=tier1_override OVERRIDE (16.19s)
[cohere] CD009593-bib-0090: include conf=0.05 tier=tier1_override OVERRIDE (15.11s)
[cohere] 965/2184 PMC4207147: conf=0.8 tier=tier2_llm_selfassess ungrounded_fields=0 (4.94s)
[cohere] 966/2184 PMC4206772: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.66s)
[cohere] CD009593-bib-0099: exclude conf=0.05 tier=tier1_override OVERRIDE (3.73s)
[cohere] CD009593-bib-0094: include conf=0.1 tier=tier1_override OVERRIDE (8.77s)
[cohere] 967/2184 PMC4207773: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (9.79s)
[cohere] 968/2184 PMC4212559: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (5.89s)
[cohere] CD009593-bib-0101: include conf=0.15 tier=tier1_override OVERRIDE (5.95s)
[cohere] CD009593-bib-0093: exclude conf=0.05 tier=tier1_override OVERRIDE (13.52s)
[cohere] CD009593-bib-0103: include conf=0.1 tier=tier1_override OVERRIDE (5.67s)
[cohere] 969/2184 PMC4213554: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.9s)
[cohere] 970/2184 PMC4215531: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.82s)
[cohere] CD009593-bib-0104: include conf=0.05 tier=tier1_override OVERRIDE (6.26s)
[cohere] 971/2184 PMC4210064: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (16.65s)
[cohere] CD009593-bib-0106: include conf=0.05 tier=tier1_override OVERRIDE (6.55s)
[cohere] CD009593-bib-0107: include conf=0.1 tier=tier1_override OVERRIDE (7.51s)
[cohere] 972/2184 PMC4221328: conf=0.3 tier=tier1_override ungrounded_fields=0 (3.92s)
[cohere] CD009593-bib-0115: include conf=0.05 tier=tier1_override OVERRIDE (3.94s)
[cohere] 973/2184 PMC4215680: conf=0.3 tier=tier1_override ungrounded_fields=0 (7.0s)
[cohere] CD009593-bib-0117: include conf=0.05 tier=tier1_override OVERRIDE (4.93s)
[cohere] CD009593-bib-0114: exclude conf=0.05 tier=tier1_override OVERRIDE (9.26s)
[cohere] CD009593-bib-0123: exclude conf=0.1 tier=tier1_override OVERRIDE (5.55s)
[cohere] 974/2184 PMC4221638: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.32s)
[cohere] 975/2184 PMC4221863: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (7.73s)
[cohere] CD009593-bib-0125: include conf=0.05 tier=tier1_override OVERRIDE (4.08s)
[cohere] CD009593-bib-0135: include conf=0.05 tier=tier1_override OVERRIDE (7.26s)
[cohere] CD009593-bib-0138: exclude conf=0.05 tier=tier1_override OVERRIDE (3.3s)
[cohere] 976/2184 PMC4222010: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.92s)
[cohere] CD009593-bib-0149: include conf=0.0 tier=tier1_override OVERRIDE (3.7s)
[cohere] 977/2184 PMC4222660: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.99s)
[cohere] CD009593-bib-0139: include conf=0.05 tier=tier1_override OVERRIDE (8.73s)
[cohere] CD009593-bib-0151: include conf=0.05 tier=tier1_override OVERRIDE (5.76s)
[cohere] CD009593-bib-0137: include conf=0.15 tier=tier1_override OVERRIDE (15.79s)
[cohere] 978/2184 PMC4222592: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (17.2s)
[cohere] 979/2184 PMC4223282: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.9s)
[cohere] 980/2184 PMC4223523: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.36s)
[cohere] 981/2184 PMC4223943: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.9s)
[cohere] CD009593-bib-0152: include conf=0.05 tier=tier1_override OVERRIDE (14.04s)
[cohere] CD009593-bib-0155: include conf=0.05 tier=tier1_override OVERRIDE (15.78s)
[cohere] CD009593-bib-0154: include conf=0.05 tier=tier1_override OVERRIDE (16.85s)
[cohere] 982/2184 PMC4223972: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.08s)
[cohere] 983/2184 PMC4226329: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (7.49s)
[cohere] CD009593-bib-0156: include conf=0.1 tier=tier1_override OVERRIDE (7.87s)
[cohere] CD009593-bib-0157: include conf=0.05 tier=tier1_override OVERRIDE (5.26s)
[cohere] 984/2184 PMC4227298: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.24s)
[cohere] 985/2184 PMC4227976: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.1s)
[cohere] CD009593-bib-0160: include conf=0.05 tier=tier1_override OVERRIDE (4.43s)
[cohere] CD009593-bib-0158: include conf=0.05 tier=tier1_override OVERRIDE (9.84s)
[cohere] 986/2184 PMC4228518: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (6.11s)
[cohere] 987/2184 PMC4230312: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (7.32s)
[cohere] CD009593-bib-0163: include conf=0.1 tier=tier1_override OVERRIDE (9.34s)
[cohere] CD009593-bib-0168: include conf=0.05 tier=tier1_override OVERRIDE (8.23s)
[cohere] CD009593-bib-0161: exclude conf=0.1 tier=tier1_override OVERRIDE (14.03s)
[cohere] 988/2184 PMC4232010: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.9s)
[cohere] 989/2184 PMC4231047: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (9.73s)
[cohere] CD009593-bib-0169: exclude conf=0.0 tier=tier1_override OVERRIDE (4.27s)
[cohere] CD009593-bib-0170: exclude conf=0.15 tier=tier1_override OVERRIDE (4.99s)
[cohere] CD009593-bib-0171: include conf=0.1 tier=tier1_override OVERRIDE (5.46s)
[cohere] CD009593-bib-0172: include conf=0.1 tier=tier1_override OVERRIDE (4.36s)
[cohere] 990/2184 PMC4234827: conf=0.48 tier=tier1_override ungrounded_fields=0 (5.71s)
[cohere] 991/2184 PMC4234788: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (5.92s)
[cohere] CD009593-bib-0176: include conf=0.1 tier=tier1_override OVERRIDE (5.15s)
[cohere] CD009593-bib-0174: include conf=0.05 tier=tier1_override OVERRIDE (6.44s)
[cohere] 992/2184 PMC4235088: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.72s)
[cohere] 993/2184 PMC4235563: conf=0.48 tier=tier1_override ungrounded_fields=0 (5.16s)
[cohere] CD009593-bib-0180: include conf=0.05 tier=tier1_override OVERRIDE (7.18s)
[cohere] CD009593-bib-0185: exclude conf=0.05 tier=tier1_override OVERRIDE (4.78s)
[cohere] CD009593-bib-0184: include conf=0.0 tier=tier1_override OVERRIDE (7.07s)
[cohere] 994/2184 PMC4237335: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.72s)
[cohere] CD009593-bib-0189: include conf=0.1 tier=tier1_override OVERRIDE (7.82s)
[cohere] CD009593-bib-0191: include conf=0.1 tier=tier1_override OVERRIDE (8.26s)
[cohere] 995/2184 PMC4240932: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.85s)
[cohere] CD009593-bib-0195: include conf=0.1 tier=tier1_override OVERRIDE (7.56s)
[cohere] CD009593-bib-0199: include conf=0.1 tier=tier1_override OVERRIDE (3.58s)
[cohere] CD009593-bib-0200: include conf=0.05 tier=tier1_override OVERRIDE (3.24s)
[cohere] CD009593-bib-0205: include conf=0.1 tier=tier1_override OVERRIDE (8.52s)
[cohere] CD009593-bib-0209: include conf=0.05 tier=tier1_override OVERRIDE (9.2s)
[cohere] 996/2184 PMC4241940: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (14.68s)
[cohere] CD009593-bib-0210: exclude conf=0.05 tier=tier1_override OVERRIDE (7.58s)
[cohere] CD009593-bib-0201: include conf=0.1 tier=tier1_override OVERRIDE (17.96s)
[cohere] CD009593-bib-0211: include conf=0.05 tier=tier1_override OVERRIDE (7.88s)
[cohere] 997/2184 PMC4247720: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.14s)
[cohere] 998/2184 PMC4237982: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (32.28s)
[cohere] CD009593-bib-0213: include conf=0.1 tier=tier1_override OVERRIDE (4.3s)
[cohere] CD009593-bib-0218: include conf=0.1 tier=tier1_override OVERRIDE (4.79s)
[cohere] CD009593-bib-0214: include conf=0.05 tier=tier1_override OVERRIDE (7.27s)
[cohere] 999/2184 PMC4249579: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.84s)
[cohere] 1000/2184 PMC4251531: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.79s)
[cohere] CD009593-bib-0219: exclude conf=0.05 tier=tier1_override OVERRIDE (8.09s)
[cohere] CD009593-bib-0223: include conf=0.0 tier=tier1_override OVERRIDE (6.2s)
[cohere] CD009593-bib-0224: include conf=0.05 tier=tier1_override OVERRIDE (5.92s)
[cohere] 1001/2184 PMC4251615: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (5.67s)
[cohere] CD009593-bib-0234: include conf=0.1 tier=tier1_override OVERRIDE (4.32s)
[cohere] CD009593-bib-0230: include conf=0.1 tier=tier1_override OVERRIDE (5.99s)
[cohere] 1002/2184 PMC4252671: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (9.96s)
[cohere] CD009593-bib-0237: exclude conf=0.05 tier=tier1_override OVERRIDE (4.12s)
[cohere] 1003/2184 PMC4253794: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (8.36s)
[cohere] CD009593-bib-0236: include conf=0.1 tier=tier1_override OVERRIDE (10.03s)
[cohere] 1004/2184 PMC4255428: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.14s)
[cohere] CD009593-bib-0243: include conf=0.1 tier=tier1_override OVERRIDE (5.32s)
[cohere] CD009593-bib-0240: include conf=0.05 tier=tier1_override OVERRIDE (8.68s)
[cohere] 1005/2184 PMC4258079: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.27s)
[cohere] CD009593-bib-0252: include conf=0.05 tier=tier1_override OVERRIDE (5.86s)
[cohere] 1006/2184 PMC4258972: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.5s)
[cohere] CD009593-bib-0258: include conf=0.1 tier=tier1_override OVERRIDE (4.92s)
[cohere] CD009593-bib-0261: include conf=0.15 tier=tier1_override OVERRIDE (4.69s)
[cohere] CD009593-bib-0262: include conf=0.1 tier=tier1_override OVERRIDE (4.11s)
[cohere] 1007/2184 PMC4260384: conf=0.48 tier=tier1_override ungrounded_fields=0 (6.52s)
[cohere] CD009593-bib-0264: exclude conf=0.1 tier=tier1_override OVERRIDE (6.77s)
[cohere] 1008/2184 PMC4261896: conf=0.3 tier=tier1_override ungrounded_fields=0 (5.62s)
[cohere] CD009593-bib-0268: exclude conf=0.0 tier=tier1_override OVERRIDE (10.45s)
[cohere] CD009593-bib-0269: include conf=0.05 tier=tier1_override OVERRIDE (6.2s)
[cohere] 1009/2184 PMC4260664: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (14.19s)
[cohere] 1010/2184 PMC4262215: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.16s)
[cohere] CD009593-bib-0266: exclude conf=0.1 tier=tier1_override OVERRIDE (13.53s)
[cohere] CD009593-bib-0275: include conf=0.05 tier=tier1_override OVERRIDE (10.11s)
[cohere] CD009593-bib-0279: exclude conf=0.05 tier=tier1_override OVERRIDE (11.06s)
[cohere] 1011/2184 PMC4220866: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=1 (164.28s)
[cohere] CD009593-bib-0280: exclude conf=0.05 tier=tier1_override OVERRIDE (14.23s)
[cohere] 1012/2184 PMC4263705: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (15.19s)
[cohere] CD009593-bib-0287: include conf=0.1 tier=tier1_override OVERRIDE (9.51s)
[cohere] CD009593-bib-0286: include conf=0.1 tier=tier1_override OVERRIDE (10.8s)
[cohere] 1013/2184 PMC4265247: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.86s)
[cohere] CD010901-bib-0004: include conf=0.07 tier=tier1_override OVERRIDE (7.24s)
[cohere] 1014/2184 PMC4266420: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.62s)
[cohere] 1015/2184 PMC4266769: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.87s)
[cohere] CD010901-bib-0015: include conf=0.0 tier=tier1_override OVERRIDE (7.5s)
[cohere] 1016/2184 PMC4269544: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.41s)
[cohere] 1017/2184 PMC4269816: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.76s)
[cohere] CD010901-bib-0006: exclude conf=0.13 tier=tier1_override OVERRIDE (17.66s)
[cohere] 1018/2184 PMC4264479: conf=0.8 tier=tier2_llm_selfassess ungrounded_fields=0 (37.71s)
[cohere] 1019/2184 PMC4269914: conf=0.8 tier=tier2_llm_selfassess ungrounded_fields=1 (9.03s)
[cohere] 1020/2184 PMC4270681: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (4.11s)
[cohere] 1021/2184 PMC4274041: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (3.6s)
[cohere] CD010901-bib-0024: include conf=0.07 tier=tier1_override OVERRIDE (14.84s)
[cohere] CD010901-bib-0023: include conf=0.07 tier=tier1_override OVERRIDE (21.57s)
[cohere] 1022/2184 PMC4273016: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.58s)
[cohere] 1023/2184 PMC4273020: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.9s)
[cohere] CD010901-bib-0036: exclude conf=0.0 tier=tier1_override OVERRIDE (10.49s)
[cohere] CD010901-bib-0043: exclude conf=0.0 tier=tier1_override OVERRIDE (5.34s)
[cohere] 1024/2184 PMC4274545: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.98s)
[cohere] 1025/2184 PMC4274342: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.66s)
[cohere] CD010901-bib-0037: include conf=0.07 tier=tier1_override OVERRIDE (7.32s)
[cohere] 1026/2184 PMC4274965: conf=0.48 tier=tier1_override ungrounded_fields=0 (7.91s)
[cohere] 1027/2184 PMC4278388: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.18s)
[cohere] CD010901-bib-0046: include conf=0.07 tier=tier1_override OVERRIDE (6.48s)
[cohere] 1028/2184 PMC4276527: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.86s)
[cohere] CD010901-bib-0051: include conf=0.0 tier=tier1_override OVERRIDE (5.16s)
[cohere] CD010901-bib-0050: include conf=0.07 tier=tier1_override OVERRIDE (6.39s)
[cohere] 1029/2184 PMC4279802: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (3.74s)
[cohere] 1030/2184 PMC4280721: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.25s)
[cohere] 1031/2184 PMC4280425: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.77s)
[cohere] CD010901-bib-0052: include conf=0.07 tier=tier1_override OVERRIDE (5.62s)
[cohere] CD010901-bib-0053: include conf=0.13 tier=tier1_override OVERRIDE (6.09s)
[cohere] 1032/2184 PMC4280732: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.81s)
[cohere] 1033/2184 PMC4280954: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (8.98s)
[cohere] 1034/2184 PMC4281164: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (9.61s)
[cohere] 1035/2184 PMC4282314: conf=0.48 tier=tier1_override ungrounded_fields=0 (5.13s)
[cohere] CD010901-bib-0058: include conf=0.07 tier=tier1_override OVERRIDE (14.23s)
[cohere] 1036/2184 PMC4282128: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (15.34s)
[cohere] CD010901-bib-0066: include conf=0.0 tier=tier1_override OVERRIDE (17.45s)
[cohere] 1037/2184 PMC4283272: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (9.88s)
[cohere] 1038/2184 PMC4283612: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.81s)
[cohere] CD010901-bib-0067: include conf=0.07 tier=tier1_override OVERRIDE (7.3s)
[cohere] 1039/2184 PMC4283690: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (5.69s)
[cohere] CD010901-bib-0057: include conf=0.0 tier=tier1_override OVERRIDE (28.32s)
[cohere] CD010901-bib-0068: include conf=0.13 tier=tier1_override OVERRIDE (6.38s)
[cohere] 1040/2184 PMC4284021: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.06s)
[cohere] CD010901-bib-0070: include conf=0.0 tier=tier1_override OVERRIDE (6.79s)
[cohere] 1041/2184 PMC4285787: conf=0.48 tier=tier1_override ungrounded_fields=0 (6.92s)
[cohere] 1042/2184 PMC4284010: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (10.35s)
[cohere] 1043/2184 PMC4286912: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.79s)
[cohere] CD010901-bib-0071: exclude conf=0.0 tier=tier1_override OVERRIDE (9.13s)
[cohere] CD010901-bib-0095: include conf=0.07 tier=tier1_override OVERRIDE (5.01s)
[cohere] CD010901-bib-0096: include conf=0.07 tier=tier1_override OVERRIDE (8.14s)
[cohere] CD010901-bib-0103: include conf=0.0 tier=tier1_override OVERRIDE (9.92s)
[cohere] 1044/2184 PMC4286921: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (14.92s)
[cohere] 1045/2184 PMC4288428: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (17.45s)
[cohere] CD010901-bib-0104: include conf=0.0 tier=tier1_override OVERRIDE (6.37s)
[cohere] 1046/2184 PMC4289223: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (15.38s)
[cohere] CD010901-bib-0107: include conf=0.0 tier=tier1_override OVERRIDE (5.29s)
[cohere] 1047/2184 PMC4292865: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (5.1s)
[cohere] 1048/2184 PMC4293505: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (4.99s)
[cohere] 1049/2184 PMC4296406: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (4.54s)
[cohere] 1050/2184 PMC4296330: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.37s)
[cohere] CD010901-bib-0114: include conf=0.07 tier=tier1_override OVERRIDE (6.63s)
[cohere] CD010901-bib-0112: include conf=0.13 tier=tier1_override OVERRIDE (9.25s)
[cohere] 1051/2184 PMC4296455: conf=0.3 tier=tier1_override ungrounded_fields=0 (6.72s)
[cohere] 1052/2184 PMC4297089: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.82s)
[cohere] CD010901-bib-0093: include conf=0.07 tier=tier1_override OVERRIDE (35.6s)
[cohere] 1053/2184 PMC4297469: conf=0.3 tier=tier1_override ungrounded_fields=0 (6.61s)
[cohere] CD010901-bib-0115: include conf=0.07 tier=tier1_override OVERRIDE (6.78s)
